,apparentTemperature,cloudCover,humidity,precipType,pressure,summary,temperature,windBearing,windSpeed
07/02/2018 16:00,2.52,0.6,0.72,,1020.01,Mostly Cloudy,4.24,345,1.97
07/02/2018 17:00,1.7,0.31,0.75,,1020.43,Partly Cloudy,3.02,335,1.49
07/02/2018 18:00,2.09,0.19,0.77,,1020.7,Clear,2.09,327,1.31
07/02/2018 19:00,1.23,0.19,0.78,,1021.28,Clear,1.23,309,1.11
07/02/2018 20:00,0.52,0.19,0.79,,1021.44,Clear,0.52,298,0.89
07/02/2018 21:00,-0.12,0.11,0.81,,1021.44,Clear,-0.12,282,0.99
07/02/2018 22:00,-0.78,0,0.82,,1021.41,Clear,-0.78,267,0.72
07/02/2018 23:00,-1.68,0,0.84,,1021.31,Clear,-1.68,236,0.6
08/02/2018 00:00,-1.83,0,0.84,,1021.43,Clear,-1.83,243,0.64
08/02/2018 01:00,-2.27,0,0.84,,1021.23,Clear,-2.27,235,0.78
08/02/2018 02:00,-2.33,0,0.84,,1021.14,Clear,-2.33,233,0.72
08/02/2018 03:00,-2.53,0,0.83,,1020.81,Clear,-2.53,230,0.73
08/02/2018 04:00,-2.64,0,0.83,,1020.48,Clear,-2.64,223,0.76
08/02/2018 05:00,-2.11,0,0.81,,1020.07,Clear,-2.11,215,1.2
08/02/2018 06:00,-2.18,0,0.8,,1020.03,Clear,-2.18,217,1.02
08/02/2018 07:00,-4.08,0,0.82,,1019.83,Clear,-2.03,219,1.51
08/02/2018 08:00,-3.51,0,0.8,,1019.7,Clear,-1.34,221,1.64
08/02/2018 09:00,-1.96,0,0.78,,1019.63,Clear,0.18,219,1.78
08/02/2018 10:00,0.43,0,0.71,,1019.1,Clear,2.58,212,2.11
08/02/2018 11:00,2.27,0,0.7,,1019.04,Clear,4.57,218,2.64
08/02/2018 12:00,3.76,0.58,0.69,,1018.71,Partly Cloudy,5.98,228,2.89
08/02/2018 13:00,4.73,0.53,0.7,,1017.7,Partly Cloudy,6.65,219,2.66
08/02/2018 14:00,4.58,0.7,0.71,,1016.96,Mostly Cloudy,6.91,222,3.35
08/02/2018 15:00,4.51,0.79,0.71,,1016.22,Mostly Cloudy,6.88,210,3.39
08/02/2018 16:00,4.03,0.61,0.73,,1016.1,Mostly Cloudy,6.65,205,3.74
08/02/2018 17:00,3.67,1,0.77,,1015.33,Overcast,6.04,210,3.13
08/02/2018 18:00,3.04,0.93,0.8,,1014.89,Mostly Cloudy,5.64,199,3.35
08/02/2018 19:00,2.64,0.73,0.83,,1014.16,Mostly Cloudy,5.44,199,3.59
08/02/2018 20:00,3.01,0.86,0.86,,1013.59,Mostly Cloudy,5.56,197,3.25
08/02/2018 21:00,3.18,0.94,0.84,rain,1012.92,Overcast,5.77,203,3.37
08/02/2018 22:00,2.73,0.71,0.82,rain,1012.19,Mostly Cloudy,5.47,205,3.5
08/02/2018 23:00,2.28,0.42,0.82,,1011.44,Partly Cloudy,5.24,210,3.78
09/02/2018 00:00,2.24,1,0.82,,1010.8,Overcast,5.23,199,3.84
09/02/2018 01:00,2.47,0.86,0.82,,1009.93,Mostly Cloudy,5.43,198,3.87
09/02/2018 02:00,2.68,0.94,0.87,rain,1008.99,Overcast,5.36,188,3.37
09/02/2018 03:00,2.43,0.94,0.92,rain,1007.7,Light Rain,5.18,190,3.41
09/02/2018 04:00,2.34,0.88,0.93,rain,1006.37,Light Rain,5.13,189,3.47
09/02/2018 05:00,2.14,0.94,0.94,rain,1005.4,Light Rain,5.13,187,3.78
09/02/2018 06:00,2.21,0.88,0.94,rain,1004.69,Rain,5.27,203,3.96
09/02/2018 07:00,2.96,0.81,0.94,rain,1004.86,Light Rain,5.41,216,3.06
09/02/2018 08:00,3.11,0.94,0.94,rain,1005.4,Overcast,5.16,237,2.48
09/02/2018 09:00,1.81,0.94,0.89,rain,1006.13,Light Rain,4.55,276,3.22
09/02/2018 10:00,1.57,0.94,0.87,rain,1006.97,Overcast,4.34,279,3.21
09/02/2018 11:00,1.92,0.94,0.83,rain,1007.56,Overcast,4.44,281,2.89
09/02/2018 12:00,1.58,0.94,0.79,,1008.02,Overcast,4.73,292,3.92
09/02/2018 13:00,1.73,0.94,0.8,,1008.56,Overcast,4.48,292,3.21
09/02/2018 14:00,1.71,0.88,0.79,,1008.98,Mostly Cloudy,4.58,298,3.41
09/02/2018 15:00,2.05,1,0.74,,1009.62,Overcast,4.77,305,3.25
09/02/2018 16:00,1.87,0.82,0.7,,1010.43,Mostly Cloudy,4.85,307,3.67
09/02/2018 17:00,2.11,0.81,0.69,rain,1011.43,Mostly Cloudy,4.81,307,3.25
09/02/2018 18:00,1.78,0.36,0.68,,1012.85,Partly Cloudy,4.27,294,2.8
09/02/2018 19:00,0.47,0.23,0.69,,1013.82,Clear,3.72,297,3.71
09/02/2018 20:00,0.11,0.19,0.71,,1015.07,Clear,2.97,300,2.95
09/02/2018 21:00,-0.68,0,0.75,,1015.84,Clear,2.4,299,3.08
09/02/2018 22:00,-0.72,0,0.77,,1016.46,Clear,1.87,295,2.41
09/02/2018 23:00,-1.33,0,0.8,,1016.98,Clear,1.41,294,2.48
10/02/2018 00:00,-1.44,0,0.82,,1017.05,Clear,1.08,285,2.21
10/02/2018 01:00,-1.54,0,0.84,,1017.76,Clear,0.58,275,1.81
10/02/2018 02:00,-1.54,0,0.84,,1018.05,Clear,0.04,275,1.4
10/02/2018 03:00,-0.31,0,0.84,,1017.71,Clear,-0.31,255,1.32
10/02/2018 04:00,-2.59,0,0.87,,1017.6,Clear,-0.88,244,1.4
10/02/2018 05:00,-1.11,0,0.88,,1017.46,Clear,-1.11,238,0.93
10/02/2018 06:00,-3.32,0,0.88,,1017.36,Clear,-1.14,240,1.67
10/02/2018 07:00,-1.08,0,0.88,,1016.87,Clear,-1.08,225,1.21
10/02/2018 08:00,-2.26,0,0.88,,1016.29,Clear,-0.34,206,1.57
10/02/2018 09:00,-1.26,0.13,0.83,,1015.46,Clear,1.45,206,2.45
10/02/2018 10:00,-0.39,0.58,0.81,,1014.62,Partly Cloudy,2.79,202,3.32
10/02/2018 11:00,1.14,0.06,0.8,,1013.87,Clear,4.09,202,3.37
10/02/2018 12:00,2.01,0.39,0.84,,1012.69,Partly Cloudy,5.11,203,3.97
10/02/2018 13:00,2.62,0.88,0.87,rain,1011.05,Mostly Cloudy,5.79,203,4.4
10/02/2018 14:00,2.99,0.94,0.9,rain,1009.87,Overcast,6.07,203,4.34
10/02/2018 15:00,3,0.94,0.92,rain,1008.23,Overcast,6.28,205,4.86
10/02/2018 16:00,3.24,0.94,0.93,rain,1006.86,Overcast,6.41,205,4.69
10/02/2018 17:00,3.62,0.94,0.95,rain,1005.47,Overcast,6.51,208,4.17
10/02/2018 18:00,3.7,0.94,0.94,rain,1004.33,Overcast,6.98,211,5.28
10/02/2018 19:00,4.27,0.94,0.94,rain,1003.32,Overcast,7.16,206,4.49
10/02/2018 20:00,4.45,0.88,0.95,rain,1001.99,Mostly Cloudy,7.38,208,4.68
10/02/2018 21:00,5.31,0.88,0.94,rain,1000.69,Mostly Cloudy,7.88,212,4.18
10/02/2018 22:00,5.73,0.88,0.95,rain,999.09,Mostly Cloudy,8.18,214,4.06
10/02/2018 23:00,6.04,0.94,0.96,rain,997.43,Overcast,8.58,214,4.44
11/02/2018 00:00,6.75,0.94,0.94,,995.86,Overcast,9.23,221,4.69
11/02/2018 01:00,6.98,0.88,0.94,rain,996,Mostly Cloudy,9.52,229,5.03
11/02/2018 02:00,6.16,0.68,0.8,rain,996.43,Mostly Cloudy,8.68,267,4.49
11/02/2018 03:00,3.51,0.28,0.76,rain,997.59,Partly Cloudy,6.65,282,4.77
11/02/2018 04:00,2.61,0.13,0.75,,998.23,Clear,5.86,265,4.59
11/02/2018 05:00,1.98,0.48,0.78,,999,Partly Cloudy,5.34,263,4.56
11/02/2018 06:00,1.84,0.73,0.77,,999.7,Mostly Cloudy,5.07,265,4.17
11/02/2018 07:00,0.82,0.58,0.8,,1000.66,Partly Cloudy,4.33,264,4.39
11/02/2018 08:00,0.36,0.48,0.8,,1001.63,Partly Cloudy,3.84,263,4.14
11/02/2018 09:00,0.8,0.15,0.77,,1002.24,Clear,4.32,252,4.39
11/02/2018 10:00,1.45,0.05,0.72,,1002.4,Clear,5.07,267,4.95
11/02/2018 11:00,2.54,0.19,0.66,,1002.67,Clear,5.92,268,4.89
11/02/2018 12:00,2.67,0.61,0.62,,1002.99,Mostly Cloudy,6.31,276,5.71
11/02/2018 13:00,2.86,0.75,0.61,,1003.19,Mostly Cloudy,6.34,279,5.35
11/02/2018 14:00,2.74,0.67,0.6,,1003.33,Mostly Cloudy,6.01,282,4.72
11/02/2018 15:00,2.68,0.44,0.61,rain,1003.69,Partly Cloudy,5.73,283,4.14
11/02/2018 16:00,0.18,0.54,0.72,rain,1004.53,Partly Cloudy,3.68,290,4.1
11/02/2018 17:00,0.23,0.67,0.78,snow,1005.53,Mostly Cloudy,3.07,284,2.94
11/02/2018 18:00,-0.15,0.31,0.75,rain,1006.46,Partly Cloudy,2.81,277,3.02
11/02/2018 19:00,-0.62,0.32,0.75,,1007.17,Partly Cloudy,2.51,281,3.17
11/02/2018 20:00,-1.79,0.24,0.79,,1008.32,Clear,1.88,282,3.73
11/02/2018 21:00,-1.74,0.09,0.78,,1008.98,Clear,1.74,272,3.42
11/02/2018 22:00,-2.07,0,0.77,,1009.76,Clear,1.43,279,3.35
11/02/2018 23:00,-2.18,0.06,0.79,,1010.52,Clear,1.2,279,3.14
12/02/2018 00:00,-2.81,0,0.79,,1011.19,Clear,0.96,275,3.58
12/02/2018 01:00,-2.77,0,0.79,,1011.76,Clear,0.76,276,3.21
12/02/2018 02:00,-2.76,0,0.8,,1012.36,Clear,0.49,270,2.83
12/02/2018 03:00,-2.95,0,0.8,,1012.8,Clear,0.3,275,2.79
12/02/2018 04:00,-3.23,0,0.81,,1013.16,Clear,0.14,268,2.9
12/02/2018 05:00,-3.26,0,0.81,,1013.57,Clear,-0.05,263,2.68
12/02/2018 06:00,-3.37,0,0.82,,1014,Clear,-0.14,257,2.69
12/02/2018 07:00,-3.33,0,0.84,,1014.53,Clear,-0.39,253,2.35
12/02/2018 08:00,-2.97,0,0.84,,1014.99,Clear,-0.23,252,2.21
12/02/2018 09:00,-1.97,0,0.8,,1015.45,Clear,1.08,254,2.74
12/02/2018 10:00,0.06,0,0.75,,1015.75,Clear,2.79,256,2.75
12/02/2018 11:00,2.33,0,0.68,,1015.9,Clear,4.62,258,2.64
12/02/2018 12:00,3.67,0,0.63,rain,1015.83,Clear,5.82,257,2.75
12/02/2018 13:00,4.57,0.05,0.58,rain,1015.44,Clear,6.53,257,2.67
12/02/2018 14:00,4.71,0.24,0.56,,1014.89,Clear,6.73,261,2.83
12/02/2018 15:00,4.34,0.24,0.55,,1014.43,Clear,6.58,232,3.1
12/02/2018 16:00,3.82,0.37,0.61,,1014.11,Partly Cloudy,5.71,232,2.4
12/02/2018 17:00,3.16,0.22,0.66,,1013.63,Clear,4.7,218,1.87
12/02/2018 18:00,2.96,0.44,0.69,,1013.37,Partly Cloudy,4.19,193,1.54
12/02/2018 19:00,1.57,0,0.72,,1013.08,Clear,3.32,188,1.87
12/02/2018 20:00,0.41,0,0.74,,1012.73,Clear,2.9,203,2.5
12/02/2018 21:00,-0.08,0,0.78,,1012.26,Clear,2.43,199,2.44
12/02/2018 22:00,-0.29,0,0.82,,1011.67,Clear,2.06,199,2.21
12/02/2018 23:00,-0.65,0,0.85,,1010.99,Clear,2.07,198,2.58
13/02/2018 00:00,-0.65,0.15,0.86,,1010.14,Clear,1.98,187,2.47
13/02/2018 01:00,-0.89,0.34,0.87,rain,1009.18,Partly Cloudy,1.98,188,2.74
13/02/2018 02:00,-0.38,0.53,0.89,,1007.97,Partly Cloudy,2.06,178,2.29
13/02/2018 03:00,-0.79,0,0.89,,1007.13,Clear,2.09,173,2.77
13/02/2018 04:00,-0.56,0.06,0.88,,1005.93,Clear,2.26,171,2.73
13/02/2018 05:00,-0.17,0.31,0.87,,1004.53,Partly Cloudy,2.69,167,2.88
13/02/2018 06:00,-0.14,0.36,0.85,rain,1003.39,Partly Cloudy,3.17,156,3.6
13/02/2018 07:00,0.24,0.44,0.83,rain,1002.63,Partly Cloudy,3.64,159,3.91
13/02/2018 08:00,0.28,0.67,0.82,,1002.1,Mostly Cloudy,4.02,165,4.66
13/02/2018 09:00,0.89,0.67,0.81,,1001.4,Mostly Cloudy,4.38,168,4.36
13/02/2018 10:00,1.12,0.73,0.79,,1000.93,Mostly Cloudy,4.77,166,4.84
13/02/2018 11:00,1.36,0.94,0.79,rain,1000.44,Overcast,5.02,175,5
13/02/2018 12:00,0.64,0.94,0.83,rain,1000.17,Overcast,4.39,172,4.88
13/02/2018 13:00,-0.18,1,0.89,rain,999.9,Overcast,3.73,162,4.86
13/02/2018 14:00,-0.19,0.88,0.9,rain,999.57,Mostly Cloudy,3.63,167,4.66
13/02/2018 15:00,0.13,0.88,0.9,rain,999.67,Mostly Cloudy,3.64,153,4.09
13/02/2018 16:00,0.44,0.94,0.88,,1000.39,Overcast,3.62,154,3.57
13/02/2018 17:00,0.83,0.94,0.89,rain,1001.3,Overcast,3.63,146,3.04
13/02/2018 18:00,0.83,0.94,0.91,rain,1002.43,Overcast,3.31,138,2.57
13/02/2018 19:00,0.73,0.94,0.91,rain,1003.47,Overcast,3.26,127,2.62
13/02/2018 20:00,0.81,0.94,0.94,rain,1004.2,Overcast,3.02,126,2.24
13/02/2018 21:00,1.56,0.94,0.94,rain,1004.74,Overcast,3.03,125,1.6
13/02/2018 22:00,3.06,0.94,0.94,rain,1005.5,Overcast,3.06,135,1.33
13/02/2018 23:00,3.07,0.88,0.94,rain,1006.02,Mostly Cloudy,3.07,151,0.89
14/02/2018 00:00,2.92,0.88,0.94,rain,1006.22,Mostly Cloudy,2.92,131,0.95
14/02/2018 01:00,2.98,0.94,0.94,,1006.7,Overcast,2.98,147,0.83
14/02/2018 02:00,3.02,0.94,0.93,,1007.02,Overcast,3.02,149,0.43
14/02/2018 03:00,2.84,0.94,0.93,,1007.52,Overcast,2.84,233,0.51
14/02/2018 04:00,2.6,0.88,0.94,,1007.43,Mostly Cloudy,2.6,172,0.32
14/02/2018 05:00,2.37,0.94,0.94,,1006.94,Overcast,2.37,153,1.19
14/02/2018 06:00,-0.01,0.81,0.95,,1006.95,Mostly Cloudy,1.64,149,1.59
14/02/2018 07:00,0.31,0.71,0.95,,1007.1,Mostly Cloudy,1.73,155,1.43
14/02/2018 08:00,0,0.71,0.94,,1007.34,Mostly Cloudy,1.94,171,1.84
14/02/2018 09:00,-0.38,0.71,0.93,,1007.1,Mostly Cloudy,2.53,175,2.91
14/02/2018 10:00,1.5,0.28,0.85,rain,1007.1,Partly Cloudy,4.14,176,2.96
14/02/2018 11:00,2.66,0.05,0.81,,1006.33,Clear,5.33,171,3.34
14/02/2018 12:00,2.77,0.19,0.74,rain,1005.73,Clear,6.08,182,4.83
14/02/2018 13:00,2.56,0.05,0.7,rain,1005.46,Clear,6.09,182,5.31
14/02/2018 14:00,2.11,0.44,0.73,,1004.76,Partly Cloudy,5.67,184,5.15
14/02/2018 15:00,1.84,0.81,0.78,,1004.43,Mostly Cloudy,5.42,184,5.04
14/02/2018 16:00,0.35,0.94,0.86,rain,1004.36,Overcast,4.44,175,5.63
14/02/2018 17:00,0.33,1,0.9,rain,1003.57,Light Rain,4.17,167,4.94
14/02/2018 18:00,0.28,0.94,0.92,rain,1003.4,Overcast,4.31,176,5.39
14/02/2018 19:00,0.74,0.94,0.92,rain,1002.5,Light Rain,4.41,178,4.69
14/02/2018 20:00,1.38,1,0.93,rain,1001.91,Light Rain,4.75,184,4.3
14/02/2018 21:00,1.74,1,0.95,rain,1001.71,Light Rain,4.97,182,4.14
14/02/2018 22:00,1.91,0.94,0.95,rain,1001.37,Light Rain,5.3,186,4.6
14/02/2018 23:00,2.67,0.88,0.95,rain,1000.87,Light Rain,5.63,190,3.93
15/02/2018 00:00,3.61,0.94,0.95,rain,1001.07,Overcast,6.15,200,3.41
15/02/2018 01:00,4.67,0.94,0.96,rain,1001.17,Overcast,6.58,195,2.63
15/02/2018 02:00,5.41,0.94,0.96,rain,1001.74,Overcast,7.08,203,2.44
15/02/2018 03:00,6.4,0.94,0.96,,1001.84,Overcast,7.58,214,1.98
15/02/2018 04:00,6.49,0.88,0.96,,1002.25,Mostly Cloudy,7.77,215,2.11
15/02/2018 05:00,6.84,0.71,0.95,,1002.66,Mostly Cloudy,7.89,214,1.89
15/02/2018 06:00,6.56,0.63,0.95,,1003.48,Mostly Cloudy,7.76,227,2.02
15/02/2018 07:00,5.98,0.75,0.95,,1004.37,Mostly Cloudy,7.55,236,2.43
15/02/2018 08:00,5.62,0.75,0.91,rain,1005.75,Mostly Cloudy,7.5,244,2.83
15/02/2018 09:00,5.55,0.15,0.86,,1006.91,Clear,7.74,256,3.4
15/02/2018 10:00,6.43,0.15,0.8,,1008.3,Clear,8.41,267,3.29
15/02/2018 11:00,7.52,0.36,0.72,rain,1009.44,Partly Cloudy,9.21,272,3.08
15/02/2018 12:00,7.31,0.28,0.61,,1010.43,Partly Cloudy,9.38,272,3.86
15/02/2018 13:00,7.28,0.38,0.62,,1011.21,Partly Cloudy,9.02,260,3.11
15/02/2018 14:00,7.46,0.05,0.55,rain,1011.88,Clear,9.51,261,3.88
15/02/2018 15:00,7.36,0.05,0.5,,1012.51,Clear,9.42,267,3.84
15/02/2018 16:00,6.23,0.15,0.53,,1013.41,Clear,8.38,264,3.58
15/02/2018 17:00,5.17,0.05,0.59,,1014.47,Clear,7.28,253,3.11
15/02/2018 18:00,3.87,0,0.65,,1015.29,Clear,5.97,241,2.72
15/02/2018 19:00,3.18,0.05,0.68,,1015.99,Clear,5.21,242,2.45
15/02/2018 20:00,2.7,0.05,0.69,,1016.85,Clear,4.94,244,2.66
15/02/2018 21:00,2.17,0,0.72,,1017.53,Clear,4.36,245,2.47
15/02/2018 22:00,2.13,0,0.75,,1018.45,Clear,3.83,247,1.88
15/02/2018 23:00,1.14,0,0.77,,1019.28,Clear,3.37,246,2.32
16/02/2018 00:00,0.63,0,0.79,,1019.86,Clear,3.07,242,2.49
16/02/2018 01:00,0.33,0,0.81,,1020.41,Clear,2.72,248,2.36
16/02/2018 02:00,-0.11,0,0.84,,1021.22,Clear,2.34,247,2.36
16/02/2018 03:00,-0.42,0,0.85,,1021.81,Clear,1.89,250,2.14
16/02/2018 04:00,-0.71,0,0.87,,1022.45,Clear,1.45,253,1.95
16/02/2018 05:00,-0.65,0,0.88,,1023.19,Clear,1.2,250,1.68
16/02/2018 06:00,0.67,0,0.89,,1023.57,Clear,0.67,244,1.18
16/02/2018 07:00,-1.14,0,0.9,,1024.16,Clear,0.44,242,1.44
16/02/2018 08:00,-0.75,0,0.91,,1025.05,Clear,0.93,240,1.54
16/02/2018 09:00,0.72,0,0.89,,1025.63,Clear,2.63,236,1.9
16/02/2018 10:00,3.31,0,0.82,rain,1025.85,Clear,4.98,243,2.03
16/02/2018 11:00,5.16,0,0.73,,1026.23,Clear,6.94,251,2.55
16/02/2018 12:00,6.52,0.05,0.65,,1025.93,Clear,8.08,257,2.53
16/02/2018 13:00,8.12,0.05,0.57,,1025.64,Clear,9.08,249,2
16/02/2018 14:00,8.62,0.28,0.53,,1025.02,Partly Cloudy,9.34,255,1.78
16/02/2018 15:00,8.81,0.44,0.51,,1024.61,Partly Cloudy,9.31,211,1.56
16/02/2018 16:00,8.73,0.15,0.52,,1024.28,Clear,8.73,199,0.78
16/02/2018 17:00,7.37,0.05,0.58,,1024.58,Clear,7.37,159,0.75
16/02/2018 18:00,5.37,0.05,0.65,,1024.67,Clear,5.37,147,1.12
16/02/2018 19:00,4.42,0.06,0.73,,1024.64,Clear,4.42,151,1.16
16/02/2018 20:00,4.06,0,0.78,,1024.01,Clear,4.06,161,1.22
16/02/2018 21:00,3.83,0,0.8,,1023.66,Clear,3.83,172,0.94
16/02/2018 22:00,3.36,0,0.81,,1023.54,Clear,3.36,163,0.7
16/02/2018 23:00,2.74,0,0.83,,1023.56,Clear,2.74,168,0.38
17/02/2018 00:00,2.26,0,0.87,,1023.16,Clear,2.26,130,0.64
17/02/2018 01:00,2.04,0,0.88,,1022.91,Clear,2.04,120,0.71
17/02/2018 02:00,1.95,0.22,0.9,,1022.78,Clear,1.95,88,0.51
17/02/2018 03:00,1.87,0.23,0.92,,1022.22,Clear,1.87,106,0.55
17/02/2018 04:00,1.54,0.52,0.92,,1021.94,Partly Cloudy,1.54,68,0.48
17/02/2018 05:00,1.22,0.39,0.93,,1021.71,Partly Cloudy,1.22,74,0.44
17/02/2018 06:00,0.57,0.15,0.94,,1021.72,Clear,0.57,91,0.49
17/02/2018 07:00,0.23,0,0.93,,1021.79,Clear,0.23,95,0.12
17/02/2018 08:00,0.51,0,0.95,,1022.02,Clear,0.51,116,0.48
17/02/2018 09:00,2.01,0,0.95,,1022.12,Clear,2.01,124,0.38
17/02/2018 10:00,4.77,0,0.9,,1022.34,Clear,4.77,173,0.28
17/02/2018 11:00,7.62,0,0.73,,1022.61,Clear,7.62,165,1.07
17/02/2018 12:00,8.75,0.05,0.62,,1022.53,Clear,8.75,161,1.03
17/02/2018 13:00,9.13,0.19,0.56,,1022.31,Clear,9.13,189,1.29
17/02/2018 14:00,9.66,0,0.53,,1022.01,Clear,9.66,201,1.24
17/02/2018 15:00,9.63,0.06,0.5,,1022.08,Clear,9.99,217,1.5
17/02/2018 16:00,9.66,0.06,0.52,,1021.95,Clear,9.66,188,0.83
17/02/2018 17:00,7.57,0.06,0.61,,1022.01,Clear,7.57,183,0.84
17/02/2018 18:00,6.18,0,0.67,,1022.76,Clear,6.18,155,0.86
17/02/2018 19:00,4.52,0.06,0.74,,1023.07,Clear,5.37,159,1.38
17/02/2018 20:00,4.63,0.76,0.78,,1023.07,Mostly Cloudy,4.63,180,1.25
17/02/2018 21:00,3.64,0.93,0.8,,1023.49,Mostly Cloudy,4.6,200,1.39
17/02/2018 22:00,4.2,0.82,0.83,,1023.6,Mostly Cloudy,4.2,212,0.88
17/02/2018 23:00,3.56,0.13,0.86,,1023.77,Clear,3.56,199,0.6
18/02/2018 00:00,3.22,0,0.87,,1023.4,Clear,3.22,184,0.75
18/02/2018 01:00,2.53,0,0.89,,1023.3,Clear,2.53,175,0.7
18/02/2018 02:00,2.26,0,0.91,,1023.6,Clear,2.26,178,0.58
18/02/2018 03:00,1.81,0,0.93,,1023.13,Clear,1.81,160,0.52
18/02/2018 04:00,1.74,0,0.92,,1022.93,Clear,1.74,154,0.64
18/02/2018 05:00,1.22,0.53,0.94,,1022.94,Partly Cloudy,1.22,153,0.63
18/02/2018 06:00,1.44,0.1,0.94,,1022.61,Clear,1.44,150,0.97
18/02/2018 07:00,1.76,0,0.94,,1023.09,Clear,1.76,149,1.12
18/02/2018 08:00,1.87,0.31,0.95,,1023.1,Partly Cloudy,1.87,151,0.59
18/02/2018 09:00,3.89,0.7,0.97,,1023.1,Mostly Cloudy,3.89,149,1.19
18/02/2018 10:00,4.6,0.76,0.91,,1022.43,Mostly Cloudy,5.83,149,1.75
18/02/2018 11:00,7.38,0.44,0.8,,1022.51,Partly Cloudy,8.29,169,1.81
18/02/2018 12:00,9.31,0.54,0.72,rain,1022.27,Partly Cloudy,9.89,175,1.72
18/02/2018 13:00,10.04,0.54,0.69,,1021.74,Partly Cloudy,10.04,168,1.79
18/02/2018 14:00,8.93,0.75,0.68,,1021.37,Mostly Cloudy,9.74,174,1.95
18/02/2018 15:00,8.83,0.79,0.69,,1021.1,Mostly Cloudy,9.55,156,1.81
18/02/2018 16:00,8.42,0.79,0.7,,1020.98,Mostly Cloudy,9.17,159,1.78
18/02/2018 17:00,7.66,1,0.74,,1020.99,Overcast,8.38,159,1.63
18/02/2018 18:00,6.48,1,0.78,,1020.97,Overcast,7.59,165,1.9
18/02/2018 19:00,6.05,0.93,0.81,,1020.97,Mostly Cloudy,6.98,169,1.64
18/02/2018 20:00,5.56,0.66,0.84,,1020.7,Mostly Cloudy,6.38,172,1.47
18/02/2018 21:00,6.16,0.75,0.87,,1020.62,Mostly Cloudy,6.16,184,1.1
18/02/2018 22:00,6.11,0.75,0.87,,1020.28,Mostly Cloudy,6.11,202,0.78
18/02/2018 23:00,6.12,0.94,0.88,,1019.9,Overcast,6.12,193,0.75
19/02/2018 00:00,6.16,0.94,0.89,,1019.51,Overcast,6.16,181,0.55
19/02/2018 01:00,6.09,0.94,0.9,,1019.03,Overcast,6.09,185,0.55
19/02/2018 02:00,6.21,0.86,0.91,,1018.62,Mostly Cloudy,6.21,190,0.64
19/02/2018 03:00,6.13,0.86,0.92,,1018.14,Mostly Cloudy,6.13,194,0.85
19/02/2018 04:00,5.98,0.75,0.94,rain,1017.78,Mostly Cloudy,5.98,200,0.96
19/02/2018 05:00,5.87,0.94,0.95,rain,1017.33,Overcast,5.87,199,0.97
19/02/2018 06:00,6.18,0.94,0.95,rain,1017.31,Overcast,6.18,201,0.9
19/02/2018 07:00,6.2,0.88,0.96,rain,1017.23,Foggy,6.2,209,0.89
19/02/2018 08:00,6.31,0.94,0.96,rain,1017.2,Foggy,6.31,217,1.1
19/02/2018 09:00,6.06,1,0.96,rain,1016.85,Foggy,6.71,222,1.37
19/02/2018 10:00,6.07,0.94,0.96,rain,1016.64,Foggy,7.14,235,1.79
19/02/2018 11:00,6.73,1,0.96,rain,1016.44,Foggy,7.74,245,1.83
19/02/2018 12:00,7.79,1,0.97,rain,1016.09,Overcast,8.34,254,1.48
19/02/2018 13:00,8.1,1,0.97,rain,1015.52,Overcast,9.02,277,1.94
19/02/2018 14:00,8.14,0.94,0.96,rain,1015.22,Overcast,9.35,296,2.37
19/02/2018 15:00,9.18,0.88,0.96,rain,1015.02,Mostly Cloudy,9.88,306,1.84
19/02/2018 16:00,9.06,1,0.96,rain,1014.96,Overcast,9.86,318,1.96
19/02/2018 17:00,9.24,1,0.95,rain,1015.02,Overcast,9.89,323,1.79
19/02/2018 18:00,8.76,1,0.95,rain,1015.45,Overcast,9.77,329,2.2
19/02/2018 19:00,8.79,0.94,0.95,rain,1015.62,Overcast,9.44,337,1.72
19/02/2018 20:00,8.13,0.94,0.95,rain,1015.97,Foggy,9.21,355,2.18
19/02/2018 21:00,7.83,0.94,0.95,rain,1015.93,Overcast,8.79,347,1.95
19/02/2018 22:00,7.9,0.94,0.96,rain,1015.99,Overcast,8.5,343,1.53
19/02/2018 23:00,7.62,0.94,0.96,rain,1016.3,Foggy,8.21,341,1.48
20/02/2018 00:00,7.08,0.94,0.97,rain,1016.79,Overcast,7.72,345,1.47
20/02/2018 01:00,7.07,1,0.98,rain,1016.81,Overcast,7.63,352,1.4
20/02/2018 02:00,7.41,0.94,0.98,rain,1017.08,Overcast,7.41,11,1.24
20/02/2018 03:00,6.97,0.88,0.98,rain,1017.23,Mostly Cloudy,6.97,357,1.16
20/02/2018 04:00,6.77,0.94,0.99,rain,1017.43,Foggy,6.77,359,1.31
20/02/2018 05:00,6.69,0.88,0.99,rain,1017.73,Mostly Cloudy,6.69,350,1.03
20/02/2018 06:00,6.58,0.94,0.99,rain,1017.92,Foggy,6.58,346,0.72
20/02/2018 07:00,6.63,0.94,0.98,rain,1018.28,Foggy,6.63,336,0.65
20/02/2018 08:00,6.71,0.94,0.98,rain,1018.34,Overcast,6.71,333,0.91
20/02/2018 09:00,6.96,0.94,0.98,rain,1018.63,Foggy,6.96,320,0.93
20/02/2018 10:00,5.53,0.94,0.97,rain,1018.8,Overcast,7.13,330,2.36
20/02/2018 11:00,4.61,0.88,0.94,rain,1019.55,Mostly Cloudy,6.99,350,3.47
